Reference (Strand)	Position	Read-count	pValue
JN555585+	9233	5.0	1.6396795347460176E-7
JN555585+	132115	3.0	3.453502153545731E-10
JN555585+	9234	10.0	1.6396795347460176E-7
JN555585+	9235	5.0	1.6396795347460176E-7
JN555585+	132113	0.0	3.453502153545731E-10
JN555585+	9236	5.0	7.329150869136834E-8
JN555585+	9237	5.0	3.6358462088709004E-7
JN555585+	9238	7.0	1.6396795347460176E-7
JN555585+	132116	3.0	3.453502153545731E-10
JN555585+	9239	5.099999904632568	1.6396795347460176E-7
JN555585+	9240	14.0	1.6396795347460176E-7
JN555585+	132122	5.0	2.484118527800596E-8
JN555585+	9241	8.5	1.6396795347460176E-7
JN555585+	132123	1.0	2.484118527800596E-8
JN555585+	9242	27.0	3.6358462088709004E-7
JN555585+	132120	4.0	2.484118527800596E-8
JN555585+	132121	1.0	2.484118527800596E-8
JN555585+	132126	77.0	5.7102464859818916E-8
JN555585+	9245	195.0	1.818462383372824E-8
JN555585+	132127	959.0	8.250032922360614E-10
JN555585+	9246	98.0	8.85589843379814E-8
JN555585+	132124	0.0	2.484118527800596E-8
JN555585+	9247	64.0	3.774771663508733E-8
JN555585+	132125	3.0	5.7102464859818916E-8
JN555585+	9248	110.0	5.3682707806457785E-9
JN555585+	132130	903.0	3.053384462491789E-9
JN555585+	9249	32.0	4.328077405744534E-8
JN555585+	132131	439.0	1.818462383372824E-8
JN555585+	9250	21.0	2.990594384059263E-7
JN555585+	132128	537.0	3.246896518622016E-8
JN555585+	132129	5257.0	4.97462653042838E-9
JN555585+	132132	240.0	1.898554123364882E-7
JN555585+	9258	19.0	2.72928883347285E-7
JN555585+	58445	0.0	5.585678410746413E-7
JN555585+	58447	0.0	3.6712416133388554E-7
JN555585+	58451	0.0	3.6712416133388554E-7
JN555585+	58452	1.0	3.6712416133388554E-7
JN555585+	58453	0.0	3.6712416133388554E-7
JN555585+	62549	12.0	3.6358462088709004E-7
JN555585+	62550	9.0	3.6358462088709004E-7
JN555585+	58455	4.0	2.613779283484341E-8
JN555585+	62551	6.0	3.6358462088709004E-7
JN555585+	58456	6.0	2.72928883347285E-7
JN555585+	62552	3.0	3.6358462088709004E-7
JN555585+	62553	4.0	3.6358462088709004E-7
JN555585+	62554	10.0	3.6358462088709004E-7
JN555585+	58459	0.0	2.72928883347285E-7
JN555585+	62555	3.0	1.6396795347460176E-7
JN555585+	58460	0.0	2.72928883347285E-7
JN555585+	62556	3.0	7.329150869136834E-8
JN555585+	58461	7.0	5.585678410746413E-7
JN555585+	62557	2.0	3.246896518622016E-8
JN555585+	62558	3.0	1.4255289444917254E-8
JN555585+	62559	4.0	8.250032922360614E-10
JN555585+	62560	4.0	8.250032922360614E-10
JN555585+	62561	3.0	8.250032922360614E-10
JN555585+	62562	3.0	8.250032922360614E-10
JN555585+	62563	3.0	3.453502153545731E-10
JN555585+	62564	11.0	3.453502153545731E-10
JN555585+	62565	2.0	3.453502153545731E-10
JN555585+	62566	3.0	3.453502153545731E-10
JN555585+	62567	4.0	3.453502153545731E-10
JN555585+	62568	5.0	3.453502153545731E-10
JN555585+	62571	11.0	5.904336327185428E-11
JN555585+	62572	8.0	5.904336327185428E-11
JN555585+	62574	0.0	2.6738208795964537E-9
JN555585+	62575	1.0	2.6738208795964537E-9
JN555585+	62576	2.0	2.6738208795964537E-9
JN555585+	62577	4.0	2.6738208795964537E-9
JN555585+	62578	5.0	2.6738208795964537E-9
JN555585+	62579	3.0	2.6738208795964537E-9
JN555585+	62580	6.0	2.6738208795964537E-9
JN555585+	62581	2.0	2.6738208795964537E-9
JN555585+	62582	3.0	1.142087304944411E-9
JN555585+	62583	0.0	1.142087304944411E-9
JN555585+	62584	2.0	1.142087304944411E-9
JN555585+	62585	1.0	1.142087304944411E-9
JN555585+	62586	3.0	1.142087304944411E-9
JN555585+	62587	2.0	1.142087304944411E-9
JN555585+	62588	0.0	1.142087304944411E-9
JN555585+	62589	0.0	1.142087304944411E-9
JN555585+	62590	1.0	1.142087304944411E-9
JN555585+	62591	3.0	3.246896518622016E-8
JN555585+	62592	0.0	1.4255289444917254E-8
JN555585+	62593	1.0	1.4255289444917254E-8
JN555585+	62594	6.0	1.4255289444917254E-8
JN555585+	62595	4.0	1.4255289444917254E-8
JN555585+	62596	3.0	1.4255289444917254E-8
JN555585+	62597	6.0	1.4255289444917254E-8
JN555585+	62598	5.0	1.4255289444917254E-8
JN555585+	62599	0.0	1.4255289444917254E-8
JN555585+	62600	2.0	1.4255289444917254E-8
JN555585+	62601	1.0	1.4255289444917254E-8
JN555585+	62602	3.0	1.4255289444917254E-8
JN555585+	62603	9.0	1.4255289444917254E-8
JN555585+	62604	112.0	4.832771653097641E-10
JN555585+	62605	117.0	4.802740130062329E-10
JN555585+	62606	67.0	3.053384462491789E-9
JN555585+	62607	49.0	4.0193699282803E-8
JN555585+	62608	186.5	1.7235692916748875E-8
JN555585+	62609	13.0	1.4909870253465837E-7
JN555585+	50328	10.0	2.990594384059263E-7
JN555585+	50329	31.0	2.990594384059263E-7
JN555585+	132290	147.0	4.779060242599632E-8
JN555585+	132291	408.0	3.034801247447669E-7
JN555585+	132288	39.0	4.1803857728139073E-7
JN555585+	132289	6.0	1.461327263947482E-7
JN555585+	132294	183.0	1.0161997554572886E-7
JN555585+	132295	348.0	1.461327263947482E-7
JN555585+	132292	150.0	3.034801247447669E-7
JN555585+	132293	33.0	3.034801247447669E-7
JN555585+	132298	155.0	2.0285314209770804E-7
JN555585+	132296	425.0	2.0285314209770804E-7
JN555585+	132297	114.0	5.585678410746413E-7
JN555585+	91387	3.0	4.0448305117340626E-7
JN555585+	91389	6.0	1.9476867461967072E-7
JN555585+	91388	3.0	1.9476867461967072E-7
JN555585+	91391	1.0	1.9476867461967072E-7
JN555585+	91390	3.0	1.9476867461967072E-7
JN555585+	91392	7.5	4.0448305117340626E-7
JN555585+	91395	3.0	3.5333320323341187E-7
JN555585+	91397	5.0	1.9476867461967072E-7
JN555585+	91396	3.0	3.5333320323341187E-7
JN555585+	91399	1.0	4.328077405744534E-8
JN555585+	91398	1.0	9.24689787398401E-8
JN555585+	66825	2.0	9.689557218973684E-8
JN555585+	91401	4.0	4.328077405744534E-8
JN555585+	66824	2.0	2.0285314209770804E-7
JN555585+	91400	0.0	4.328077405744534E-8
JN555585+	66827	2.0	1.4864723647421924E-8
JN555585+	91403	3.0	5.3682707806457785E-9
JN555585+	66826	2.0	3.234670776299057E-8
JN555585+	91402	1.0	1.1175660525517155E-8
JN555585+	66829	2.0	1.4864723647421924E-8
JN555585+	91405	1.0	5.3682707806457785E-9
JN555585+	66828	16.0	4.534460306400464E-9
JN555585+	91404	2.0	5.3682707806457785E-9
JN555585+	66831	3.0	8.721688552537257E-10
JN555585+	91407	3.0	5.3682707806457785E-9
JN555585+	66830	2.0	2.004599896354749E-9
JN555585+	91406	1.0	5.3682707806457785E-9
JN555585+	66833	9.0	3.7337143732064064E-10
JN555585+	91409	7.0	1.3110335228610917E-9
JN555585+	66832	2.0	3.7337143732064064E-10
JN555585+	91408	6.0	1.3110335228610917E-9
JN555585+	66835	1.0	1.3099819173448316E-9
JN555585+	91411	12.0	9.08183973314766E-9
JN555585+	66834	3.0	1.3099819173448316E-9
JN555585+	91410	2.0	4.070437420234875E-9
JN555585+	66837	6.0	5.640839785020628E-10
JN555585+	91413	6.0	1.4525259486830164E-8
JN555585+	66836	2.0	5.640839785020628E-10
JN555585+	91412	2.0	3.1633150141257684E-8
JN555585+	66839	1.0	8.180146263511296E-10
JN555585+	91415	5.0	1.4525259486830164E-8
JN555585+	66838	2.0	1.8901247586666454E-9
JN555585+	91414	0.0	1.4525259486830164E-8
JN555585+	66841	4.0	8.180146263511296E-10
JN555585+	91417	12.0	1.0161997554572886E-7
JN555585+	66840	0.0	8.180146263511296E-10
JN555585+	91416	8.0	1.4525259486830164E-8
JN555585+	66843	4.0	5.948827402431819E-9
JN555585+	91419	4.0	6.928976853553197E-8
JN555585+	66842	6.0	1.8901247586666454E-9
JN555585+	91418	1.0	1.461327263947482E-7
JN555585+	66845	1.0	2.631158990831222E-9
JN555585+	66844	3.0	5.948827402431819E-9
JN555585+	91420	9.0	6.928976853553197E-8
JN555585+	66847	1.0	1.1436073292883021E-9
JN555585+	91423	17.0	6.928976853553197E-8
JN555585+	66846	2.0	1.1436073292883021E-9
JN555585+	91422	1.0	5.249082799457521E-7
JN555585+	66849	7.0	1.204115476110892E-7
JN555585+	91425	25.0	2.0285314209770804E-7
JN555585+	66848	2.0	1.1436073292883021E-9
JN555585+	91424	6.0	2.0285314209770804E-7
JN555585+	66850	14.0	4.0448305117340626E-7
JN555585+	79159	1.0	3.5333320323341187E-7
JN555585+	79161	0.0	1.9476867461967072E-7
JN555585+	79160	1.0	1.9476867461967072E-7
JN555585+	79162	2.0	4.0448305117340626E-7
JN555585+	120177	0.0	3.6712416133388554E-7
JN555585+	120179	0.0	8.85589843379814E-8
JN555585+	120178	0.0	8.85589843379814E-8
JN555585+	120181	0.0	8.131143761696564E-9
JN555585+	120180	0.0	1.818462383372824E-8
JN555585+	120183	0.0	2.827282696151245E-11
JN555585+	120182	0.0	5.677617630582954E-10
JN555585+	120185	0.0	1.1502529441395461E-11
JN555585+	132474	0.5	2.6738208795964537E-9
JN555585+	120184	0.0	1.1502529441395461E-11
JN555585+	132475	0.5	5.904336327185428E-11
JN555585+	120187	0.0	3.486580923303836E-13
JN555585+	132472	0.25	3.639256336618843E-7
JN555585+	120186	0.0	4.627816282852785E-12
JN555585+	132473	0.5	1.3395955902155635E-8
JN555585+	120189	0.0	3.486580923303836E-13
JN555585+	132478	0.25	2.4106461927554066E-11
JN555585+	120188	0.0	3.486580923303836E-13
JN555585+	132479	1.9500000476837158	9.757377446871225E-12
JN555585+	120191	3.0	1.3470018280437928E-13
JN555585+	132476	0.5	2.4106461927554066E-11
JN555585+	120190	0.0	3.486580923303836E-13
JN555585+	132477	0.0	5.904336327185428E-11
JN555585+	120193	0.0	5.1468640352126334E-14
JN555585+	132482	0.5	3.914636460720072E-12
JN555585+	120192	3.0	5.1468640352126334E-14
JN555585+	132483	0.0	1.5564217253465694E-12
JN555585+	120195	4.0	1.9445828219664357E-14
JN555585+	132480	0.0	3.914636460720072E-12
JN555585+	120194	0.0	5.1468640352126334E-14
JN555585+	132481	1.0	3.914636460720072E-12
JN555585+	120197	10.0	7.23947695133619E-13
JN555585+	132486	1.5	2.392725194915335E-13
JN555585+	120196	10.0	5.1468640352126334E-14
JN555585+	132487	4.449999809265137	2.392725194915335E-13
JN555585+	120199	10.0	2.8858082336243267E-10
JN555585+	132484	3.0	6.131358311973077E-13
JN555585+	120198	8.0	1.7106601278282385E-11
JN555585+	132485	1.75	6.131358311973077E-13
JN555585+	120201	2.0	7.768605046742797E-9
JN555585+	132490	2.0	2.392725194915335E-13
JN555585+	120200	13.0	3.706485783372217E-9
JN555585+	132491	2.0	2.392725194915335E-13
JN555585+	120203	7.0	3.2411136181467335E-8
JN555585+	132488	0.0	2.392725194915335E-13
JN555585+	120202	5.0	7.768605046742797E-9
JN555585+	132489	1.2000000476837158	2.392725194915335E-13
JN555585+	132494	8.0	9.247956274826928E-14
JN555585+	120204	5.0	1.204115476110892E-7
JN555585+	132495	2.0	9.247956274826928E-14
JN555585+	120207	0.5	3.5333320323341187E-7
JN555585+	132492	4.0	2.392725194915335E-13
JN555585+	132493	5.0	9.247956274826928E-14
JN555585+	132498	1.0	3.5393412903653513E-14
JN555585+	132499	6.0	1.340992662809691E-14
JN555585+	132496	0.0	3.5393412903653513E-14
JN555585+	132497	0.0	3.5393412903653513E-14
JN555585+	132502	1.0	5.0287224855351575E-15
JN555585+	132503	5.0	5.0287224855351575E-15
JN555585+	132500	0.0	1.340992662809691E-14
JN555585+	132501	4.0	1.340992662809691E-14
JN555585+	132506	4.0	1.8660039411736874E-15
JN555585+	132507	1.0	1.8660039411736874E-15
JN555585+	132504	4.0	5.0287224855351575E-15
JN555585+	132505	3.0	5.0287224855351575E-15
JN555585+	132510	2.0	2.4869019711035125E-16
JN555585+	132511	2.0	2.4869019711035125E-16
JN555585+	132508	3.0	1.8660039411736874E-15
JN555585+	132509	1.0	6.849887885320179E-16
JN555585+	132514	8.0	2.4869019711035125E-16
JN555585+	132515	1.0	8.927340409089717E-17
JN555585+	132512	4.0	6.849887885320179E-16
JN555585+	132513	5.0	6.849887885320179E-16
JN555585+	132518	1.0	8.927340409089717E-17
JN555585+	132519	13.0	3.1677659516125004E-17
JN555585+	132516	3.0	3.1677659516125004E-17
JN555585+	132517	6.0	3.1677659516125004E-17
JN555585+	50600	12.0	1.3031075314163676E-7
JN555585+	132522	4.0	3.1677659516125004E-17
JN555585+	50601	24.0	5.7102464859818916E-8
JN555585+	132523	6.0	3.1677659516125004E-17
JN555585+	50602	19.0	2.484118527800596E-8
JN555585+	132520	8.0	3.1677659516125004E-17
JN555585+	50603	11.0	2.484118527800596E-8
JN555585+	132521	4.0	3.1677659516125004E-17
JN555585+	50604	11.0	2.484118527800596E-8
JN555585+	132526	5.0	3.1677659516125004E-17
JN555585+	50605	24.0	2.484118527800596E-8
JN555585+	132527	10.0	8.927340409089717E-17
JN555585+	50606	17.0	2.484118527800596E-8
JN555585+	132524	2.0	3.1677659516125004E-17
JN555585+	50607	21.0	2.484118527800596E-8
JN555585+	132525	3.0	3.1677659516125004E-17
JN555585+	50608	9.0	2.484118527800596E-8
JN555585+	132530	8.0	6.849887885320179E-16
JN555585+	50609	15.0	2.484118527800596E-8
JN555585+	132531	3.0	6.849887885320179E-16
JN555585+	50610	14.0	2.484118527800596E-8
JN555585+	132528	4.0	8.927340409089717E-17
JN555585+	50611	4.0	2.484118527800596E-8
JN555585+	132529	12.0	6.849887885320179E-16
JN555585+	50612	19.0	2.484118527800596E-8
JN555585+	132534	7.0	1.8660039411736874E-15
JN555585+	50613	15.5	2.484118527800596E-8
JN555585+	132535	0.0	1.340992662809691E-14
JN555585+	50614	8.0	2.484118527800596E-8
JN555585+	132532	3.0	1.8660039411736874E-15
JN555585+	50615	8.0	2.484118527800596E-8
JN555585+	132533	3.0	1.8660039411736874E-15
JN555585+	50616	8.0	2.484118527800596E-8
JN555585+	132538	0.0	3.5393412903653513E-14
JN555585+	50617	7.0	2.484118527800596E-8
JN555585+	132539	0.0	2.392725194915335E-13
JN555585+	50618	24.0	2.484118527800596E-8
JN555585+	132536	4.0	1.340992662809691E-14
JN555585+	50619	18.0	2.484118527800596E-8
JN555585+	132537	4.0	3.5393412903653513E-14
JN555585+	50620	43.0	5.7102464859818916E-8
JN555585+	132542	0.0	2.392725194915335E-13
JN555585+	132543	142.0	2.392725194915335E-13
JN555585+	132540	0.0	6.131358311973077E-13
JN555585+	132541	0.0	2.392725194915335E-13
JN555585+	132546	75.0	2.2617532568436117E-12
JN555585+	132547	61.0	2.2617532568436117E-12
JN555585+	132544	98.0	2.2617532568436117E-12
JN555585+	132545	55.0	2.2617532568436117E-12
JN555585+	132550	135.0	2.827282696151245E-11
JN555585+	132551	296.0	5.677617630582954E-10
JN555585+	132548	144.0	5.6706119189933295E-12
JN555585+	132549	105.0	2.827282696151245E-11
JN555585+	132554	252.0	1.5690131484976317E-9
JN555585+	132555	44.0	1.857146502623241E-8
JN555585+	132552	62.0	3.5931145625126515E-9
JN555585+	50635	53.0	3.6358462088709004E-7
JN555585+	132553	94.0	1.5690131484976317E-9
JN555585+	132559	288.3333435058594	5.249082799457521E-7
JN555585+	132556	208.0	8.161325653492634E-8
JN555585+	132560	256.0	3.5333320323341187E-7
JN555585+	136731	16.0	2.9526107357396116E-7
JN555585+	54893	1.0	4.0466877563747704E-7
JN555585+	54894	1.0	1.896034114365538E-7
JN555585+	54895	0.0	1.896034114365538E-7
JN555585+	54896	1.0	1.896034114365538E-7
JN555585+	54897	1.0	1.896034114365538E-7
JN555585+	54898	0.0	3.502518091711236E-8
JN555585+	54899	0.0	3.502518091711236E-8
JN555585+	54900	1.0	3.502518091711236E-8
JN555585+	54901	0.0	3.502518091711236E-8
JN555585+	54902	1.0	3.502518091711236E-8
JN555585+	54903	1.0	3.502518091711236E-8
JN555585+	54904	1.0	1.5702902102193156E-8
JN555585+	54905	0.0	1.5702902102193156E-8
JN555585+	54906	3.0	3.502518091711236E-8
JN555585+	54907	2.0	8.780799133836957E-8
JN555585+	54908	3.0	1.896034114365538E-7
JN555585+	54909	1.0	4.020623189052221E-7
JN555585+	54910	0.0	4.020623189052221E-7
JN555585+	54922	34.0	2.72928883347285E-7
JN555585+	34562	1.0	4.0448305117340626E-7
JN555585+	34563	3.0	4.0448305117340626E-7
JN555585+	34564	4.0	1.9476867461967072E-7
JN555585+	34565	9.0	1.9476867461967072E-7
JN555585+	34566	1.0	3.5333320323341187E-7
JN555585+	34567	1.0	2.990594384059263E-7
JN555585+	34568	6.0	2.990594384059263E-7
JN555585+	91915	3.0	4.3920993505470467E-7
JN555585+	34576	1.0	3.034801247447669E-7
JN555585+	34577	4.0	3.034801247447669E-7
JN555585+	34578	5.0	3.034801247447669E-7
JN555585+	34579	6.0	3.034801247447669E-7
JN555585+	34581	1.0	4.1803857728139073E-7
JN555585+	34582	5.0	4.1803857728139073E-7
JN555585+	34583	1.0	4.1803857728139073E-7
JN555585+	34584	5.0	1.4811053895537265E-8
JN555585+	34585	2.0	1.4811053895537265E-8
JN555585+	34586	6.0	1.4811053895537265E-8
JN555585+	34587	2.0	1.4811053895537265E-8
JN555585+	34588	4.0	1.4811053895537265E-8
JN555585+	34589	1.0	1.4811053895537265E-8
JN555585+	141102	1.0	2.9526107357396116E-7
JN555585+	141103	1.0	1.3031075314163676E-7
JN555585+	141106	2.0	5.7102464859818916E-8
JN555585+	141107	0.0	5.7102464859818916E-8
JN555585+	141104	4.0	1.3031075314163676E-7
JN555585+	141105	3.0	1.3031075314163676E-7
JN555585+	141110	1.0	5.363437730476785E-9
JN555585+	128823	0.0	2.2154905605907733E-7
JN555585+	141108	1.0	2.484118527800596E-8
JN555585+	141109	1.0	2.484118527800596E-8
JN555585+	128825	0.0	4.9752522873752895E-8
JN555585+	141114	1.0	5.363437730476785E-9
JN555585+	128824	0.0	1.0589474027011598E-7
JN555585+	141115	2.0	5.363437730476785E-9
JN555585+	141112	1.0	2.484118527800596E-8
JN555585+	128826	0.0	2.29711568911907E-8
JN555585+	141113	1.0	5.363437730476785E-9
JN555585+	128829	1.0	1.7671255790091814E-8
JN555585+	141118	3.0	2.484118527800596E-8
JN555585+	128828	1.0	2.631158990831222E-9
JN555585+	132927	73.0	2.990594384059263E-7
JN555585+	141119	2.0	5.363437730476785E-9
JN555585+	141122	3.0	1.955144788450455E-9
JN555585+	141123	4.0	8.250032922360614E-10
JN555585+	132928	173.0	2.990594384059263E-7
JN555585+	141120	2.0	5.363437730476785E-9
JN555585+	141126	4.0	5.904336327185428E-11
JN555585+	141127	5.0	5.904336327185428E-11
JN555585+	141124	2.0	3.453502153545731E-10
JN555585+	141130	9.5	2.4106461927554066E-11
JN555585+	141131	9.0	2.4106461927554066E-11
JN555585+	141128	8.0	2.4106461927554066E-11
JN555585+	141129	6.0	2.4106461927554066E-11
JN555585+	141134	4.0	2.4106461927554066E-11
JN555585+	141135	6.0	2.4106461927554066E-11
JN555585+	141132	5.0	2.4106461927554066E-11
JN555585+	141133	5.0	2.4106461927554066E-11
JN555585+	141138	3.0	2.4106461927554066E-11
JN555585+	141136	7.0	2.4106461927554066E-11
JN555585+	141137	4.0	2.4106461927554066E-11
JN555585+	141146	4.0	1.955144788450455E-9
JN555585+	141147	4.0	1.955144788450455E-9
JN555585+	141150	4.0	1.955144788450455E-9
JN555585+	141151	2.0	1.955144788450455E-9
JN555585+	141148	3.0	1.955144788450455E-9
JN555585+	141149	3.0	1.955144788450455E-9
JN555585+	141152	2.0	1.955144788450455E-9
JN555585+	96103	28.0	2.9526107357396116E-7
JN555585+	96105	22.0	1.3031075314163676E-7
JN555585+	96104	8.0	1.3031075314163676E-7
JN555585+	96107	18.0	5.7102464859818916E-8
JN555585+	112491	7.0	5.249082799457521E-7
JN555585+	96106	3.0	5.7102464859818916E-8
JN555585+	112490	7.0	5.249082799457521E-7
JN555585+	96109	1.0	2.484118527800596E-8
JN555585+	112493	6.0	5.249082799457521E-7
JN555585+	96108	2.0	2.484118527800596E-8
JN555585+	112492	5.0	5.249082799457521E-7
JN555585+	96111	3.0	5.363437730476785E-9
JN555585+	112495	5.0	2.5313347960334253E-7
JN555585+	141164	1.0	5.363437730476785E-9
JN555585+	96110	21.0	5.363437730476785E-9
JN555585+	112494	11.0	2.5313347960334253E-7
JN555585+	112497	7.0	1.204115476110892E-7
JN555585+	112496	1.0	2.5313347960334253E-7
JN555585+	141171	331.0	2.6738208795964537E-9
JN555585+	112499	8.0	1.204115476110892E-7
JN555585+	112498	12.0	1.204115476110892E-7
JN555585+	112501	10.0	1.204115476110892E-7
JN555585+	141174	421.8333435058594	3.706485783372217E-9
JN555585+	112500	11.0	1.204115476110892E-7
JN555585+	141175	101.0	1.7235692916748875E-8
JN555585+	112503	5.0	1.204115476110892E-7
JN555585+	141172	518.0	4.97462653042838E-9
JN555585+	112502	2.0	1.204115476110892E-7
JN555585+	141173	149.0	1.5702902102193156E-8
JN555585+	96121	6.0	2.484118527800596E-8
JN555585+	112505	2.0	1.204115476110892E-7
JN555585+	96120	3.0	5.363437730476785E-9
JN555585+	112504	3.0	1.204115476110892E-7
JN555585+	96123	3.0	2.484118527800596E-8
JN555585+	112507	8.0	1.204115476110892E-7
JN555585+	141176	109.5	6.998089676390706E-8
JN555585+	96122	3.0	2.484118527800596E-8
JN555585+	112506	6.0	1.204115476110892E-7
JN555585+	141177	80.0	1.204115476110892E-7
JN555585+	96125	4.0	5.363437730476785E-9
JN555585+	112509	54.0	3.5333320323341187E-7
JN555585+	96124	4.0	5.363437730476785E-9
JN555585+	112508	23.0	2.5313347960334253E-7
JN555585+	96127	6.0	5.363437730476785E-9
JN555585+	96126	12.0	5.363437730476785E-9
JN555585+	112510	7.0	3.5333320323341187E-7
JN555585+	96129	16.0	5.363437730476785E-9
JN555585+	96128	5.0	5.363437730476785E-9
JN555585+	96131	8.0	5.363437730476785E-9
JN555585+	96130	5.0	5.363437730476785E-9
JN555585+	96134	5.0	5.363437730476785E-9
JN555585+	96137	3.0	1.955144788450455E-9
JN555585+	96141	13.0	5.363437730476785E-9
JN555585+	96143	7.0	2.484118527800596E-8
JN555585+	96142	1.0	5.363437730476785E-9
JN555585+	96145	6.0	2.484118527800596E-8
JN555585+	120721	2.0	4.0448305117340626E-7
JN555585+	96144	0.0	2.484118527800596E-8
JN555585+	96147	12.0	5.363437730476785E-9
JN555585+	120723	1.0	1.204115476110892E-7
JN555585+	96146	14.0	2.484118527800596E-8
JN555585+	120722	4.0	1.204115476110892E-7
JN555585+	96149	4.0	1.955144788450455E-9
JN555585+	120724	10.0	2.5313347960334253E-7
JN555585+	96155	8.0	5.363437730476785E-9
JN555585+	18334	1.0	5.585678410746413E-7
JN555585+	18335	1.0	5.585678410746413E-7
JN555585+	18336	1.0	2.72928883347285E-7
JN555585+	18337	1.0	2.72928883347285E-7
JN555585+	18338	2.0	1.3123057189009872E-7
JN555585+	18339	0.0	1.3123057189009872E-7
JN555585+	18340	1.0	1.3123057189009872E-7
JN555585+	96165	2.0	1.955144788450455E-9
JN555585+	96167	8.0	5.363437730476785E-9
JN555585+	96166	7.0	5.363437730476785E-9
JN555585+	96169	215.0	2.484118527800596E-8
JN555585+	18345	2.0	4.3920993505470467E-7
JN555585+	96168	30.0	5.363437730476785E-9
JN555585+	18346	1.0	4.3920993505470467E-7
JN555585+	18347	3.0	4.3920993505470467E-7
JN555585+	96170	497.0	1.6396795347460176E-7
JN555585+	18348	9.0	4.3920993505470467E-7
JN555585+	96173	3052.0	6.962891285681608E-9
JN555585+	96175	704.0	1.7235692916748875E-8
JN555585+	96174	755.0	3.5931145625126515E-9
JN555585+	96177	358.0	2.5313347960334253E-7
JN555585+	96176	663.0	1.4909870253465837E-7
JN555585+	104385	2.0	9.689557218973684E-8
JN555585+	104384	2.0	2.0285314209770804E-7
JN555585+	104387	0.0	3.234670776299057E-8
JN555585+	104386	2.0	9.689557218973684E-8
JN555585+	104389	2.0	3.234670776299057E-8
JN555585+	104388	0.0	3.234670776299057E-8
JN555585+	104391	1.0	3.234670776299057E-8
JN555585+	104390	2.0	3.234670776299057E-8
JN555585+	104393	2.0	1.0096909797718737E-8
JN555585+	104392	0.0	3.234670776299057E-8
JN555585+	104395	1.0	3.234670776299057E-8
JN555585+	104394	6.0	1.0096909797718737E-8
JN555585+	18380	8.0	4.3920993505470467E-7
JN555585+	104397	2.0	3.234670776299057E-8
JN555585+	18381	3.0	4.3920993505470467E-7
JN555585+	104396	1.0	3.234670776299057E-8
JN555585+	104399	3.0	4.534460306400464E-9
JN555585+	104398	0.0	3.234670776299057E-8
JN555585+	104401	5.0	2.927483372801019E-9
JN555585+	104400	4.0	4.534460306400464E-9
JN555585+	104403	8.0	2.2136135303712194E-8
JN555585+	104402	2.0	1.0096909797718737E-8
JN555585+	104405	1.0	6.928976853553197E-8
JN555585+	104404	2.0	6.928976853553197E-8
JN555585+	104407	6.0	1.461327263947482E-7
JN555585+	104406	3.0	6.928976853553197E-8
JN555585+	104409	3.0	2.0285314209770804E-7
JN555585+	104408	1.0	2.0285314209770804E-7
JN555585+	104411	3.0	6.928976853553197E-8
JN555585+	51163	11.0	5.249082799457521E-7
JN555585+	104410	2.0	6.928976853553197E-8
JN555585+	51164	30.0	5.249082799457521E-7
JN555585+	104413	4.0	3.6763264126365243E-9
JN555585+	104412	1.0	2.2136135303712194E-8
JN555585+	51166	16.0	3.134739674339986E-7
JN555585+	104415	2.0	4.779060242599632E-8
JN555585+	51167	38.0	1.4909870253465837E-7
JN555585+	104414	5.0	1.4525259486830164E-8
JN555585+	51168	9.0	3.774771663508733E-8
JN555585+	104417	5.0	4.779060242599632E-8
JN555585+	51169	8.0	1.7420588781331683E-7
JN555585+	104416	3.0	2.2136135303712194E-8
JN555585+	51170	19.0	1.7420588781331683E-7
JN555585+	104419	4.0	4.779060242599632E-8
JN555585+	51171	6.0	1.857146502623241E-8
JN555585+	104418	3.0	1.461327263947482E-7
JN555585+	51172	40.0	8.348471808606822E-9
JN555585+	104421	6.0	1.4525259486830164E-8
JN555585+	51173	19.0	8.85589843379814E-8
JN555585+	104420	1.0	2.2136135303712194E-8
JN555585+	51174	18.0	4.080495399580606E-8
JN555585+	104423	2.0	3.6763264126365243E-9
JN555585+	51175	71.0	8.85589843379814E-8
JN555585+	104422	1.0	1.4525259486830164E-8
JN555585+	51176	37.0	1.7420588781331683E-7
JN555585+	104425	7.0	3.1633150141257684E-8
JN555585+	51177	47.0	3.6712416133388554E-7
JN555585+	104424	5.0	4.070437420234875E-9
JN555585+	51178	80.0	6.998089676390706E-8
JN555585+	104427	6.0	4.3920993505470467E-7
JN555585+	51179	107.0	5.249082799457521E-7
JN555585+	104426	5.0	3.8479083658000095E-8
JN555585+	104429	4.0	4.3920993505470467E-7
JN555585+	104428	2.0	4.3920993505470467E-7
JN555585+	104430	8.0	4.3920993505470467E-7
JN555585+	26756	0.0	2.5313347960334253E-7
JN555585+	26757	0.0	1.204115476110892E-7
JN555585+	26758	0.0	5.6495459309567965E-8
JN555585+	26759	0.0	5.6495459309567965E-8
JN555585+	26760	0.0	5.6495459309567965E-8
JN555585+	26761	0.0	5.6495459309567965E-8
JN555585+	26762	0.0	5.6495459309567965E-8
JN555585+	26763	1.0	1.4811053895537265E-8
JN555585+	26764	0.0	1.4811053895537265E-8
JN555585+	26765	1.0	1.4811053895537265E-8
JN555585+	26766	0.0	1.4811053895537265E-8
